Time (s), Speed
00:00:00,49.33,
00:00:01,72.97,
00:00:02,72.97,
00:00:03,72.97,
00:00:04,72.97,
00:00:05,72.97,
00:00:06,82.29,
00:00:07,82.29,
00:00:08,36.62,
00:00:09,63.92,
00:00:10,101.71,
00:00:11,72.97,
00:00:12,50.86,
00:00:13,72.97,
00:00:14,72.97,
00:00:15,50.86,
00:00:16,101.71,
00:00:17,101.71,
00:00:18,72.97,
00:00:19,82.80,
00:00:20,101.71,
00:00:21,101.71,
00:00:22,82.41,
00:00:23,100.95,
00:00:24,101.71,
00:00:25,72.97,
00:00:26,72.97,
00:00:27,72.97,
00:00:28,49.33,
00:00:29,31.43,
00:00:30,49.33,
00:00:31,52.73,
00:00:32,59.38,
00:00:33,53.76,
00:00:34,23.75,
00:00:35,31.02,
00:00:36,34.74,
00:00:37,37.19,
00:00:38,46.65,
00:00:39,101.71,
00:00:40,101.71,
00:00:41,101.71,
00:00:42,101.71,
00:00:43,101.71,
00:00:44,101.71,
00:00:45,101.71,
00:00:46,101.71,
00:00:47,101.71,
00:00:48,101.71,
00:00:49,101.71,
00:00:50,101.71,
00:00:51,101.71,
00:00:52,101.71,
00:00:53,101.71,
00:00:54,72.97,
00:00:55,72.97,
00:00:56,72.97,
00:00:57,92.34,
00:00:58,101.71,
00:00:59,101.71,
00:01:00,101.71,
00:01:01,101.71,
00:01:02,72.97,
00:01:03,72.97,
00:01:04,75.24,
00:01:05,72.97,
