Time (s), Speed
00:00:00,55.55,
00:00:01,79.71,
00:00:02,79.71,
00:00:03,111.10,
00:00:04,79.71,
00:00:05,79.71,
00:00:06,53.89,
00:00:07,79.71,
00:00:08,30.81,
00:00:09,55.55,
00:00:10,33.57,
00:00:11,28.06,
00:00:12,27.78,
00:00:13,34.33,
00:00:14,23.32,
00:00:15,16.82,
00:00:16,8.59,
00:00:17,26.89,
00:00:18,34.33,
00:00:19,53.95,
00:00:20,22.66,
00:00:21,52.70,
00:00:22,59.08,
00:00:23,33.34,
00:00:24,55.55,
00:00:25,55.55,
00:00:26,55.55,
00:00:27,55.55,
00:00:28,55.55,
00:00:29,55.55,
00:00:30,55.55,
00:00:31,55.55,
00:00:32,55.55,
00:00:33,79.71,
00:00:34,55.55,
00:00:35,111.10,
00:00:36,55.55,
00:00:37,83.78,
00:00:38,111.10,
00:00:39,111.10,
00:00:40,53.89,
00:00:41,10.90,
00:00:42,19.66,
00:00:43,45.06,
00:00:44,55.55,
00:00:45,27.78,
00:00:46,27.78,
00:00:47,27.78,
00:00:48,27.78,
00:00:49,27.78,
00:00:50,27.78,
00:00:51,27.78,
00:00:52,79.71,
00:00:53,104.60,
00:00:54,111.10,
00:00:55,111.10,
00:00:56,111.10,
00:00:57,111.10,
00:00:58,111.10,
00:00:59,111.10,
00:01:00,111.10,
00:01:01,111.10,
00:01:02,111.10,
00:01:03,79.71,
00:01:04,79.71,
00:01:05,111.10,
00:01:06,111.10,
00:01:07,111.10,
00:01:08,111.10,
00:01:09,111.10,
00:01:10,111.10,
00:01:11,111.10,
00:01:12,111.10,
00:01:13,111.10,
00:01:14,111.10,
00:01:15,79.71,
00:01:16,99.88,
00:01:17,111.10,
00:01:18,111.10,
00:01:19,111.10,
00:01:20,111.10,
