Time (s),Duration (hh:mm:ss)
00:00:00,43.71,
00:00:01,50.00,
00:00:02,117.54,
00:00:03,143.49,
00:00:04,110.58,
00:00:05,143.49,
00:00:06,140.23,
00:00:07,161.80,
00:00:08,97.00,
00:00:09,97.00,
00:00:10,50.00,
00:00:11,50.00,
00:00:12,50.00,
00:00:13,50.00,
00:00:14,50.00,
00:00:15,40.43,
00:00:16,21.86,
00:00:17,35.65,
00:00:18,41.25,
00:00:19,21.74,
00:00:20,27.28,
00:00:21,54.09,
00:00:22,47.14,
00:00:23,84.70,
00:00:24,100.00,
00:00:25,100.00,
00:00:26,100.00,
00:00:27,100.00,
00:00:28,100.00,
00:00:29,100.00,
00:00:30,100.00,
00:00:31,100.00,
00:00:32,100.00,
00:00:33,100.00,
00:00:34,100.00,
00:00:35,100.00,
00:00:36,143.49,
00:00:37,143.49,
00:00:38,143.49,
00:00:39,143.49,
00:00:40,143.49,
00:00:41,143.49,
00:00:42,155.88,
