Time (s),Duration (hh:mm:ss)
00:00:00,37.50,
00:00:01,75.00,
00:00:02,107.62,
00:00:03,83.56,
00:00:04,150.00,
00:00:05,120.45,
00:00:06,40.05,
00:00:07,46.35,
00:00:08,46.35,
00:00:09,86.82,
00:00:10,48.72,
00:00:11,107.62,
00:00:12,107.62,
00:00:13,150.00,
00:00:14,107.62,
00:00:15,83.76,
00:00:16,107.62,
00:00:17,107.62,
00:00:18,75.00,
00:00:19,107.62,
00:00:20,107.62,
00:00:21,107.62,
00:00:22,107.62,
00:00:23,107.62,
00:00:24,150.00,
00:00:25,150.00,
00:00:26,150.00,
00:00:27,150.00,
00:00:28,150.00,
00:00:29,150.00,
