Time (s),Duration (hh:mm:ss)
00:00:00,141.83,
00:00:01,102.60,
00:00:02,143.00,
00:00:03,143.00,
00:00:04,102.60,
00:00:05,102.60,
00:00:06,102.60,
00:00:07,71.35,
00:00:08,71.50,
00:00:09,102.60,
00:00:10,90.11,
00:00:11,69.36,
00:00:12,69.36,
00:00:13,29.67,
00:00:14,23.93,
00:00:15,34.53,
00:00:16,102.60,
00:00:17,71.50,
00:00:18,35.75,
00:00:19,71.50,
00:00:20,76.87,
00:00:21,71.50,
00:00:22,71.50,
00:00:23,143.00,
00:00:24,143.00,
00:00:25,143.00,
00:00:26,115.69,
00:00:27,102.60,
00:00:28,71.50,
00:00:29,102.60,
00:00:30,143.00,
00:00:31,102.60,
00:00:32,143.00,
00:00:33,143.00,
00:00:34,143.00,
00:00:35,143.00,
00:00:36,143.00,
