Time (s),Duration (hh:mm:ss)
00:00:00,143.19,
00:00:01,150.00,
00:00:02,123.61,
00:00:03,107.62,
00:00:04,150.00,
00:00:05,107.62,
00:00:06,107.62,
00:00:07,107.62,
00:00:08,72.75,
00:00:09,107.62,
00:00:10,66.72,
00:00:11,37.50,
00:00:12,37.50,
00:00:13,37.50,
00:00:14,37.50,
00:00:15,46.35,
00:00:16,13.32,
00:00:17,49.56,
00:00:18,69.48,
00:00:19,107.62,
00:00:20,107.62,
00:00:21,107.62,
00:00:22,150.00,
00:00:23,150.00,
00:00:24,107.62,
00:00:25,107.62,
00:00:26,107.62,
00:00:27,107.62,
00:00:28,75.00,
00:00:29,75.00,
00:00:30,84.60,
00:00:31,150.00,
00:00:32,150.00,
00:00:33,150.00,
00:00:34,150.00,
00:00:35,150.00,
00:00:36,107.62,
00:00:37,115.05,
