Time (s),Duration (hh:mm:ss)
00:00:00,143.19,
00:00:01,170.00,
00:00:02,170.00,
00:00:03,170.00,
00:00:04,85.00,
00:00:05,114.95,
00:00:06,42.50,
00:00:07,121.97,
00:00:08,97.58,
00:00:09,52.53,
00:00:10,10.37,
00:00:11,33.32,
00:00:12,52.53,
00:00:13,52.53,
00:00:14,52.53,
00:00:15,21.57,
00:00:16,52.53,
00:00:17,36.67,
00:00:18,82.38,
00:00:19,42.50,
00:00:20,53.44,
00:00:21,85.00,
00:00:22,93.67,
00:00:23,138.94,
00:00:24,170.00,
00:00:25,114.14,
00:00:26,121.97,
00:00:27,115.88,
00:00:28,85.00,
00:00:29,98.26,
00:00:30,85.00,
00:00:31,121.97,
00:00:32,121.97,
00:00:33,121.97,
00:00:34,134.82,
00:00:35,170.00,
00:00:36,121.97,
00:00:37,121.97,
00:00:38,121.97,
