Time (s),Duration (hh:mm:ss)
00:00:00,39.70,
00:00:01,107.62,
00:00:02,75.00,
00:00:03,107.62,
00:00:04,107.62,
00:00:05,107.62,
00:00:06,107.62,
00:00:07,107.62,
00:00:08,107.62,
00:00:09,107.62,
00:00:10,108.63,
00:00:11,72.75,
00:00:12,72.75,
00:00:13,72.75,
00:00:14,37.50,
00:00:15,29.73,
00:00:16,46.35,
00:00:17,46.35,
00:00:18,46.35,
00:00:19,46.35,
00:00:20,38.02,
00:00:21,46.35,
00:00:22,39.53,
00:00:23,72.75,
00:00:24,15.54,
00:00:25,41.35,
00:00:26,35.95,
00:00:27,89.52,
00:00:28,107.62,
00:00:29,107.62,
00:00:30,107.62,
00:00:31,86.60,
00:00:32,107.62,
00:00:33,107.62,
00:00:34,107.62,
00:00:35,107.62,
00:00:36,76.06,
00:00:37,75.00,
00:00:38,96.73,
00:00:39,150.00,
00:00:40,150.00,
00:00:41,150.00,
00:00:42,150.00,
00:00:43,150.00,
00:00:44,150.00,
00:00:45,150.00,
00:00:46,150.00,
