Time (s),Duration (hh:mm:ss)
00:00:00,86.92,
00:00:01,165.02,
00:00:02,165.02,
00:00:03,165.02,
00:00:04,55.96,
00:00:05,60.37,
00:00:06,57.50,
00:00:07,65.23,
00:00:08,71.07,
00:00:09,71.07,
00:00:10,37.19,
00:00:11,39.62,
00:00:12,82.00,
00:00:13,61.83,
00:00:14,70.66,
00:00:15,115.00,
00:00:16,111.55,
00:00:17,115.00,
00:00:18,115.00,
00:00:19,115.00,
00:00:20,115.00,
00:00:21,111.55,
00:00:22,115.00,
00:00:23,115.00,
00:00:24,115.00,
00:00:25,165.02,
00:00:26,115.00,
00:00:27,115.00,
00:00:28,156.93,
00:00:29,165.02,
00:00:30,165.02,
00:00:31,165.02,
