Time (s),Duration (hh:mm:ss)
00:00:00,49.77,
00:00:01,88.36,
00:00:02,230.00,
00:00:03,165.02,
00:00:04,165.02,
00:00:05,165.02,
00:00:06,186.07,
00:00:07,112.49,
00:00:08,64.99,
00:00:09,69.70,
00:00:10,71.07,
00:00:11,71.07,
00:00:12,52.34,
00:00:13,52.44,
00:00:14,49.20,
00:00:15,20.78,
00:00:16,59.74,
00:00:17,71.07,
00:00:18,32.59,
00:00:19,58.07,
00:00:20,24.67,
00:00:21,27.73,
00:00:22,71.07,
00:00:23,34.02,
00:00:24,49.28,
00:00:25,115.00,
00:00:26,151.99,
00:00:27,165.02,
00:00:28,115.00,
00:00:29,115.00,
00:00:30,115.00,
00:00:31,115.00,
00:00:32,115.00,
00:00:33,115.00,
00:00:34,57.50,
00:00:35,57.50,
00:00:36,95.14,
00:00:37,159.71,
00:00:38,165.02,
00:00:39,165.02,
00:00:40,165.02,
00:00:41,165.02,
00:00:42,177.20,
