Time (s),Duration (hh:mm:ss)
00:00:00,35.06,
00:00:01,111.13,
00:00:02,143.49,
00:00:03,143.49,
00:00:04,143.49,
00:00:05,143.49,
00:00:06,143.49,
00:00:07,143.49,
00:00:08,100.00,
00:00:09,100.00,
00:00:10,37.04,
00:00:11,105.87,
00:00:12,12.49,
00:00:13,7.54,
00:00:14,50.00,
00:00:15,50.00,
00:00:16,50.00,
00:00:17,20.64,
00:00:18,3.36,
00:00:19,19.09,
00:00:20,11.09,
00:00:21,14.87,
00:00:22,16.22,
00:00:23,36.46,
00:00:24,23.12,
00:00:25,25.37,
00:00:26,51.43,
00:00:27,61.80,
00:00:28,98.62,
00:00:29,100.00,
00:00:30,100.00,
00:00:31,100.00,
00:00:32,97.00,
00:00:33,100.00,
00:00:34,116.49,
00:00:35,100.00,
00:00:36,100.00,
00:00:37,100.00,
00:00:38,114.42,
00:00:39,143.49,
00:00:40,143.49,
00:00:41,143.49,
00:00:42,143.49,
00:00:43,143.49,
00:00:44,143.49,
00:00:45,143.49,
00:00:46,143.49,
00:00:47,143.49,
