AgentName,StartTime,EndTime,Duration,UnitsTravelled,AverageUnitsPerSecond,StartingDistanceFromDest
BP_Agent_Male24,00:00:00,00:00:12,00:00:12,2.30,2945.95
BP_Agent_Female20,00:00:00,00:00:15,00:00:15,1.89,2960.66
BP_Agent_Male22,00:00:00,00:00:16,00:00:16,1.86,3107.00
BP_Agent_Male21,00:00:00,00:00:16,00:00:16,2.05,3089.50
BP_Agent_Male23,00:00:00,00:00:17,00:00:17,1.75,3041.79
BP_Agent_Female19,00:00:00,00:00:18,00:00:18,1.69,3080.06
BP_Agent_Female21,00:00:00,00:00:18,00:00:18,1.78,3025.51
BP_Agent_Male20,00:00:00,00:00:19,00:00:19,1.63,3177.75
BP_Agent_Male19,00:00:00,00:00:20,00:00:20,1.69,3190.73
BP_Agent_Male17,00:00:00,00:00:20,00:00:20,1.63,3352.56
BP_Agent_Female22,00:00:00,00:00:21,00:00:21,1.60,3165.30
BP_Agent_Female17,00:00:00,00:00:24,00:00:24,1.38,3137.26
BP_Agent_Male10,00:00:00,00:00:24,00:00:24,1.47,3185.40
BP_Agent_Female8,00:00:00,00:00:25,00:00:25,1.41,3163.16
BP_Agent_Female24,00:00:00,00:00:27,00:00:27,1.26,3078.27
BP_Agent_Female16,00:00:00,00:00:27,00:00:27,1.22,3206.00
BP_Agent_Male9,00:00:00,00:00:28,00:00:28,1.36,3274.23
BP_Agent_Male8,00:00:00,00:00:28,00:00:28,1.32,3257.66
BP_Agent_Female9,00:00:00,00:00:29,00:00:29,1.26,3218.41
BP_Agent_Female18,00:00:00,00:00:30,00:00:30,1.18,3270.92
BP_Agent_Male5,00:00:00,00:00:31,00:00:31,1.33,3413.05
BP_Agent_Female15,00:00:00,00:00:31,00:00:31,1.18,3140.58
BP_Agent_Female4,00:00:00,00:00:32,00:00:32,1.21,3393.90
BP_Agent_Male7,00:00:00,00:00:32,00:00:32,1.19,3266.50
BP_Agent_Male16,00:00:00,00:00:33,00:00:33,1.18,3334.82
BP_Agent_Male14,00:00:00,00:00:33,00:00:33,1.22,3394.53
BP_Agent_Male15,00:00:00,00:00:33,00:00:33,1.20,3316.17
BP_Agent_Female14,00:00:00,00:00:34,00:00:34,1.14,3129.87
BP_Agent_Male3,00:00:00,00:00:35,00:00:35,1.25,3492.64
BP_Agent_Female13,00:00:00,00:00:35,00:00:35,1.08,3324.27
BP_Agent_Female2,00:00:00,00:00:36,00:00:36,1.15,3365.66
BP_Agent_Female5,00:00:00,00:00:37,00:00:37,1.06,3359.93
BP_Agent_Female23,00:00:00,00:00:38,00:00:38,1.06,3295.54
BP_Agent_Male12,00:00:00,00:00:39,00:00:39,1.12,3427.60
BP_Agent_Female6,00:00:00,00:00:39,00:00:39,1.02,3450.13
BP_Agent_Male2,00:00:00,00:00:40,00:00:40,1.13,3519.77
BP_Agent_Male18,00:00:00,00:00:40,00:00:40,1.07,3286.62
BP_Agent_Female,00:00:00,00:00:41,00:00:41,1.06,3563.90
BP_Agent_Male,00:00:00,00:00:41,00:00:41,1.12,3603.35
BP_Agent_Female7,00:00:00,00:00:42,00:00:42,0.97,3319.67
BP_Agent_Male6,00:00:00,00:00:43,00:00:43,1.01,3441.53
BP_Agent_Male4,00:00:00,00:00:43,00:00:43,1.07,3502.85
BP_Agent_Female11,00:00:00,00:00:44,00:00:44,1.04,3357.71
BP_Agent_Female10,00:00:00,00:00:45,00:00:45,1.16,3549.57
BP_Agent_Male11,00:00:00,00:00:45,00:00:45,1.04,3477.70
BP_Agent_Female3,00:00:00,00:00:47,00:00:47,1.00,3454.54
BP_Agent_Female12,00:00:00,00:00:48,00:00:48,0.94,3407.34
BP_Agent_Male13,00:00:00,00:00:48,00:00:48,0.97,3478.03
