Time (s),Duration (hh:mm:ss)
00:00:00,72.67,
00:00:01,148.83,
00:00:02,182.95,
00:00:03,182.95,
00:00:04,182.95,
00:00:05,123.68,
00:00:06,129.38,
00:00:07,31.63,
00:00:08,43.52,
00:00:09,63.75,
00:00:10,13.12,
00:00:11,36.94,
00:00:12,59.83,
00:00:13,16.49,
00:00:14,41.96,
00:00:15,35.56,
00:00:16,78.80,
00:00:17,63.75,
00:00:18,29.32,
00:00:19,89.89,
00:00:20,97.84,
00:00:21,63.75,
00:00:22,122.45,
00:00:23,157.89,
00:00:24,127.50,
00:00:25,127.50,
00:00:26,127.50,
00:00:27,123.68,
00:00:28,65.57,
00:00:29,75.73,
00:00:30,63.75,
00:00:31,63.75,
00:00:32,141.53,
00:00:33,127.50,
00:00:34,127.50,
00:00:35,127.50,
00:00:36,164.89,
00:00:37,182.95,
00:00:38,182.95,
00:00:39,236.93,
