Time (s),Duration (hh:mm:ss)
00:00:00,38.62,
00:00:01,94.19,
00:00:02,94.58,
00:00:03,104.31,
00:00:04,137.66,
00:00:05,139.91,
00:00:06,139.91,
00:00:07,139.91,
00:00:08,139.91,
00:00:09,139.91,
00:00:10,94.58,
00:00:11,94.44,
00:00:12,40.13,
00:00:13,20.41,
00:00:14,46.49,
00:00:15,60.26,
00:00:16,60.26,
00:00:17,53.34,
00:00:18,58.12,
00:00:19,40.45,
00:00:20,58.23,
00:00:21,45.48,
00:00:22,60.26,
00:00:23,60.26,
00:00:24,60.26,
00:00:25,56.10,
00:00:26,65.07,
00:00:27,97.50,
00:00:28,97.50,
00:00:29,97.50,
00:00:30,192.07,
00:00:31,195.00,
00:00:32,139.91,
00:00:33,195.00,
00:00:34,97.50,
00:00:35,97.50,
00:00:36,97.50,
00:00:37,139.77,
00:00:38,139.91,
00:00:39,142.34,
00:00:40,139.91,
00:00:41,139.91,
00:00:42,139.91,
00:00:43,195.00,
00:00:44,195.00,
