Time (s),Duration (hh:mm:ss)
00:00:00,108.62,
00:00:01,227.71,
00:00:02,230.00,
00:00:03,115.00,
00:00:04,121.70,
00:00:05,111.55,
00:00:06,68.48,
00:00:07,27.27,
00:00:08,46.93,
00:00:09,36.39,
00:00:10,20.88,
00:00:11,58.87,
00:00:12,71.07,
00:00:13,71.07,
00:00:14,64.47,
00:00:15,47.00,
00:00:16,57.50,
00:00:17,57.50,
00:00:18,78.90,
00:00:19,115.00,
00:00:20,115.00,
00:00:21,154.89,
00:00:22,165.02,
00:00:23,165.02,
00:00:24,115.00,
00:00:25,115.00,
00:00:26,165.02,
00:00:27,115.00,
00:00:28,115.00,
00:00:29,120.90,
00:00:30,165.02,
00:00:31,165.02,
00:00:32,165.02,
00:00:33,165.02,
00:00:34,224.93,
