Time (s),Duration (hh:mm:ss)
00:00:00,44.79,
00:00:01,87.93,
00:00:02,152.73,
00:00:03,157.84,
00:00:04,157.84,
00:00:05,157.84,
00:00:06,157.84,
00:00:07,64.24,
00:00:08,58.08,
00:00:09,55.00,
00:00:10,55.00,
00:00:11,55.00,
00:00:12,55.45,
00:00:13,44.83,
00:00:14,58.27,
00:00:15,45.01,
00:00:16,58.21,
00:00:17,110.00,
00:00:18,106.70,
00:00:19,110.00,
00:00:20,110.00,
00:00:21,110.00,
00:00:22,110.00,
00:00:23,106.70,
00:00:24,110.00,
00:00:25,110.00,
00:00:26,110.00,
00:00:27,110.00,
00:00:28,110.00,
00:00:29,110.00,
00:00:30,110.00,
00:00:31,144.44,
00:00:32,157.84,
00:00:33,157.84,
00:00:34,157.84,
00:00:35,200.95,
