Time (s),Duration (hh:mm:ss)
00:00:00,46.73,
00:00:01,103.31,
00:00:02,103.31,
00:00:03,106.50,
00:00:04,103.31,
00:00:05,200.78,
00:00:06,106.50,
00:00:07,152.82,
00:00:08,152.82,
00:00:09,152.82,
00:00:10,86.93,
00:00:11,65.82,
00:00:12,106.50,
00:00:13,65.82,
00:00:14,65.82,
00:00:15,65.82,
00:00:16,65.82,
00:00:17,65.82,
00:00:18,12.51,
00:00:19,53.32,
00:00:20,65.82,
00:00:21,14.06,
00:00:22,44.78,
00:00:23,65.82,
00:00:24,37.97,
00:00:25,67.08,
00:00:26,53.35,
00:00:27,149.80,
00:00:28,152.82,
00:00:29,152.82,
00:00:30,114.88,
00:00:31,152.82,
00:00:32,152.82,
00:00:33,53.25,
00:00:34,53.25,
00:00:35,53.25,
00:00:36,53.25,
00:00:37,106.50,
00:00:38,125.11,
00:00:39,152.82,
00:00:40,152.82,
00:00:41,152.82,
00:00:42,152.82,
00:00:43,152.82,
00:00:44,152.82,
