Time (s),Duration (hh:mm:ss)
00:00:00,75.00,
00:00:01,101.09,
00:00:02,107.62,
00:00:03,121.35,
00:00:04,136.40,
00:00:05,107.62,
00:00:06,107.43,
00:00:07,107.62,
00:00:08,107.62,
00:00:09,75.00,
00:00:10,75.00,
00:00:11,37.50,
00:00:12,37.50,
00:00:13,37.50,
00:00:14,37.50,
00:00:15,37.50,
00:00:16,44.16,
00:00:17,30.93,
00:00:18,7.77,
00:00:19,23.14,
00:00:20,12.13,
00:00:21,37.50,
00:00:22,69.39,
00:00:23,145.21,
00:00:24,75.00,
00:00:25,107.62,
00:00:26,112.28,
00:00:27,107.62,
00:00:28,107.62,
00:00:29,107.62,
00:00:30,107.62,
00:00:31,75.00,
00:00:32,94.63,
00:00:33,75.00,
00:00:34,107.62,
00:00:35,107.62,
00:00:36,113.18,
00:00:37,150.00,
00:00:38,150.00,
00:00:39,150.00,
00:00:40,150.00,
00:00:41,150.00,
