Time (s),Duration (hh:mm:ss)
00:00:00,110.07,
00:00:01,165.02,
00:00:02,205.70,
00:00:03,165.02,
00:00:04,230.00,
00:00:05,230.00,
00:00:06,111.55,
00:00:07,57.50,
00:00:08,57.50,
00:00:09,57.50,
00:00:10,57.50,
00:00:11,57.50,
00:00:12,57.50,
00:00:13,57.50,
00:00:14,47.61,
00:00:15,61.76,
00:00:16,104.26,
00:00:17,115.00,
00:00:18,115.00,
00:00:19,115.00,
00:00:20,115.00,
00:00:21,128.46,
00:00:22,115.00,
00:00:23,115.00,
00:00:24,115.00,
00:00:25,123.27,
00:00:26,165.02,
00:00:27,115.00,
00:00:28,135.05,
00:00:29,165.02,
00:00:30,165.02,
00:00:31,165.02,
00:00:32,165.02,
