Time (s),Duration (hh:mm:ss)
00:00:00,92.02,
00:00:01,96.20,
00:00:02,70.00,
00:00:03,37.58,
00:00:04,70.00,
00:00:05,67.90,
00:00:06,43.26,
00:00:07,70.00,
00:00:08,28.88,
00:00:09,62.00,
00:00:10,67.90,
00:00:11,43.26,
00:00:12,69.63,
00:00:13,51.51,
00:00:14,41.14,
00:00:15,120.81,
00:00:16,100.44,
00:00:17,103.13,
00:00:18,70.00,
00:00:19,100.44,
00:00:20,100.44,
00:00:21,100.44,
00:00:22,99.58,
00:00:23,100.44,
00:00:24,100.44,
00:00:25,100.44,
00:00:26,140.00,
00:00:27,140.00,
00:00:28,140.00,
00:00:29,140.00,
00:00:30,140.00,
00:00:31,140.00,
00:00:32,140.00,
00:00:33,140.00,
00:00:34,110.20,
