Time (s),Duration (hh:mm:ss)
00:00:00,42.03,
00:00:01,64.43,
00:00:02,138.27,
00:00:03,157.84,
00:00:04,110.00,
00:00:05,106.70,
00:00:06,117.88,
00:00:07,67.98,
00:00:08,67.98,
00:00:09,67.98,
00:00:10,20.86,
00:00:11,55.00,
00:00:12,41.28,
00:00:13,42.68,
00:00:14,110.00,
00:00:15,110.00,
00:00:16,110.00,
00:00:17,110.00,
00:00:18,110.00,
00:00:19,110.00,
00:00:20,110.00,
00:00:21,110.00,
00:00:22,110.00,
00:00:23,110.00,
00:00:24,107.82,
00:00:25,110.00,
00:00:26,110.00,
00:00:27,110.00,
00:00:28,146.16,
00:00:29,157.84,
00:00:30,157.84,
00:00:31,157.84,
00:00:32,197.27,
