Time (s),Duration (hh:mm:ss)
00:00:00,28.23,
00:00:01,90.25,
00:00:02,90.00,
00:00:03,90.83,
00:00:04,86.82,
00:00:05,64.27,
00:00:06,35.13,
00:00:07,55.62,
00:00:08,55.62,
00:00:09,55.62,
00:00:10,55.62,
00:00:11,9.56,
00:00:12,55.72,
00:00:13,3.98,
00:00:14,66.05,
00:00:15,180.00,
00:00:16,124.04,
00:00:17,128.69,
00:00:18,90.00,
00:00:19,90.00,
00:00:20,90.00,
00:00:21,90.00,
00:00:22,90.00,
00:00:23,90.00,
00:00:24,90.00,
00:00:25,90.00,
00:00:26,180.00,
00:00:27,129.14,
00:00:28,129.14,
00:00:29,129.14,
00:00:30,172.54,
00:00:31,180.00,
00:00:32,129.14,
00:00:33,180.00,
