Time (s),Duration (hh:mm:ss)
00:00:00,49.79,
00:00:01,57.50,
00:00:02,99.81,
00:00:03,113.58,
00:00:04,47.17,
00:00:05,58.81,
00:00:06,67.98,
00:00:07,71.07,
00:00:08,71.07,
00:00:09,47.95,
00:00:10,56.27,
00:00:11,71.07,
00:00:12,69.78,
00:00:13,71.07,
00:00:14,22.39,
00:00:15,33.50,
00:00:16,38.07,
00:00:17,3.92,
00:00:18,17.98,
00:00:19,43.52,
00:00:20,39.17,
00:00:21,57.50,
00:00:22,57.50,
00:00:23,76.88,
00:00:24,123.59,
00:00:25,115.00,
00:00:26,152.15,
00:00:27,115.00,
00:00:28,115.00,
00:00:29,115.00,
00:00:30,57.50,
00:00:31,57.50,
00:00:32,128.28,
00:00:33,165.02,
00:00:34,165.02,
00:00:35,165.02,
00:00:36,165.02,
00:00:37,193.47,
00:00:38,165.02,
00:00:39,165.02,
