AgentName,StartTime,EndTime,Duration,AverageUnitsPerSecond,StartingDistanceFromDest,Wait Time,Max Speed
BP_Agent_Female23,00:00:00,00:00:36,00:00:36,1.20,3388.00,0.00,120.00
BP_Agent_Male9,00:00:00,00:00:36,00:00:36,1.16,3460.76,0.00,120.00
BP_Agent_Female8,00:00:00,00:00:37,00:00:37,1.15,3309.01,0.00,120.00
BP_Agent_Male10,00:00:00,00:00:38,00:00:38,1.14,3225.21,0.00,120.00
BP_Agent_Male12,00:00:00,00:00:39,00:00:39,1.14,3549.17,0.00,120.00
BP_Agent_Female16,00:00:00,00:00:40,00:00:40,1.10,3725.52,1.00,120.00
BP_Agent_Female10,00:00:00,00:00:40,00:00:40,1.10,3379.92,3.00,120.00
BP_Agent_Male24,00:00:00,00:00:41,00:00:41,1.08,3620.39,1.00,120.00
BP_Agent_Female22,00:00:00,00:00:41,00:00:41,1.09,3584.49,1.00,120.00
BP_Agent_Male19,00:00:00,00:00:42,00:00:42,1.08,3797.62,1.00,120.00
BP_Agent_Female14,00:00:00,00:00:42,00:00:42,1.06,3917.40,1.00,120.00
BP_Agent_Male8,00:00:00,00:00:43,00:00:43,1.04,3460.47,1.00,120.00
BP_Agent_Female12,00:00:00,00:00:44,00:00:44,1.04,3495.95,1.00,120.00
BP_Agent_Female24,00:00:00,00:00:44,00:00:44,1.03,3700.88,3.00,120.00
BP_Agent_Male14,00:00:00,00:00:44,00:00:44,1.01,3807.34,5.00,120.00
BP_Agent_Male22,00:00:00,00:00:45,00:00:45,1.01,3562.39,1.00,120.00
BP_Agent_Female2,00:00:00,00:00:45,00:00:45,1.00,3307.21,7.00,120.00
BP_Agent_Male7,00:00:00,00:00:46,00:00:46,1.02,3727.61,2.00,120.00
BP_Agent_Female5,00:00:00,00:00:46,00:00:46,0.98,3392.05,2.00,120.00
BP_Agent_Male17,00:00:00,00:00:46,00:00:46,1.03,3921.79,1.00,120.00
BP_Agent_Female21,00:00:00,00:00:46,00:00:46,1.01,3877.25,1.00,120.00
BP_Agent_Female6,00:00:00,00:00:47,00:00:47,0.99,3576.12,3.00,120.00
BP_Agent_Male,00:00:00,00:00:47,00:00:47,1.00,3670.39,3.00,120.00
BP_Agent_Female9,00:00:00,00:00:47,00:00:47,1.00,3666.61,3.00,120.00
BP_Agent_Female4,00:00:00,00:00:47,00:00:47,0.98,3592.66,3.00,120.00
BP_Agent_Female3,00:00:00,00:00:48,00:00:48,0.98,3785.26,1.00,120.00
BP_Agent_Female13,00:00:00,00:00:48,00:00:48,0.99,4074.78,3.00,120.00
BP_Agent_Male13,00:00:00,00:00:49,00:00:49,0.94,3752.90,4.00,120.00
BP_Agent_Male15,00:00:00,00:00:49,00:00:49,0.95,3941.09,6.00,120.00
BP_Agent_Female7,00:00:00,00:00:50,00:00:50,0.96,3669.06,3.00,120.00
BP_Agent_Female11,00:00:00,00:00:50,00:00:50,0.97,3901.54,2.00,120.00
BP_Agent_Female15,00:00:00,00:00:51,00:00:51,0.92,3852.99,3.00,120.00
BP_Agent_Male6,00:00:00,00:00:52,00:00:52,0.95,3335.79,7.00,120.00
BP_Agent_Female19,00:00:00,00:00:52,00:00:52,0.93,3940.78,6.00,120.00
BP_Agent_Male5,00:00:00,00:00:52,00:00:52,0.87,3430.96,8.00,120.00
BP_Agent_Male16,00:00:00,00:00:52,00:00:52,0.93,4032.38,1.00,120.00
BP_Agent_Female,00:00:00,00:00:53,00:00:53,0.92,3492.19,1.00,120.00
BP_Agent_Male20,00:00:00,00:00:53,00:00:53,0.89,3929.43,4.00,120.00
BP_Agent_Male4,00:00:00,00:00:53,00:00:53,0.88,3512.93,4.00,120.00
BP_Agent_Male21,00:00:00,00:00:54,00:00:54,0.90,4048.89,7.00,120.00
BP_Agent_Male3,00:00:00,00:00:54,00:00:54,0.86,3713.91,5.00,120.00
BP_Agent_Male2,00:00:00,00:00:54,00:00:54,0.90,3611.88,5.00,120.00
BP_Agent_Male18,00:00:00,00:00:54,00:00:54,0.91,4114.79,3.00,120.00
BP_Agent_Male23,00:00:00,00:00:55,00:00:55,0.89,4049.02,6.00,120.00
BP_Agent_Male11,00:00:00,00:00:55,00:00:55,0.88,3818.04,5.00,120.00
BP_Agent_Female20,00:00:00,00:00:56,00:00:56,0.85,4020.03,7.00,120.00
BP_Agent_Female18,00:00:00,00:00:57,00:00:57,0.84,4200.38,7.00,120.00
BP_Agent_Female17,00:00:00,00:00:58,00:00:58,0.82,4014.75,6.00,120.00
