Time (s), Speed
00:00:00,58.20,
00:00:01,120.00,
00:00:02,120.00,
00:00:03,86.10,
00:00:04,86.10,
00:00:05,60.00,
00:00:06,37.08,
00:00:07,86.10,
00:00:08,58.20,
00:00:09,120.00,
00:00:10,120.00,
00:00:11,120.00,
00:00:12,120.00,
00:00:13,120.00,
00:00:14,120.00,
00:00:15,120.00,
00:00:16,60.00,
00:00:17,120.00,
00:00:18,120.00,
00:00:19,120.00,
00:00:20,120.00,
00:00:21,120.00,
00:00:22,86.10,
00:00:23,30.00,
00:00:24,60.00,
00:00:25,58.20,
00:00:26,120.00,
00:00:27,120.00,
00:00:28,86.10,
00:00:29,86.10,
00:00:30,120.00,
00:00:31,86.10,
00:00:32,86.10,
00:00:33,86.10,
00:00:34,120.00,
00:00:35,120.00,
00:00:36,120.00,
00:00:37,120.00,
00:00:38,86.10,
00:00:39,120.00,
00:00:40,120.00,
00:00:41,86.10,
00:00:42,86.10,
00:00:43,97.08,
00:00:44,97.08,
00:00:45,97.08,
