Time (s), Speed
00:00:00,58.20,
00:00:01,97.08,
00:00:02,86.10,
00:00:03,86.10,
00:00:04,86.10,
00:00:05,86.10,
00:00:06,86.10,
00:00:07,60.00,
00:00:08,37.08,
00:00:09,60.00,
00:00:10,37.08,
00:00:11,37.08,
00:00:12,37.08,
00:00:13,30.00,
00:00:14,58.20,
00:00:15,86.10,
00:00:16,120.00,
00:00:17,120.00,
00:00:18,120.00,
00:00:19,120.00,
00:00:20,120.00,
00:00:21,86.10,
00:00:22,86.10,
00:00:23,86.10,
00:00:24,86.10,
00:00:25,60.00,
00:00:26,86.10,
00:00:27,120.00,
00:00:28,60.00,
00:00:29,58.20,
00:00:30,58.20,
00:00:31,86.10,
00:00:32,58.20,
00:00:33,58.20,
00:00:34,97.08,
00:00:35,97.08,
00:00:36,86.10,
00:00:37,86.10,
00:00:38,120.00,
00:00:39,86.10,
00:00:40,120.00,
00:00:41,120.00,
00:00:42,120.00,
00:00:43,120.00,
00:00:44,120.00,
00:00:45,120.00,
00:00:46,120.00,
00:00:47,120.00,
00:00:48,120.00,
00:00:49,120.00,
00:00:50,120.00,
00:00:51,86.10,
00:00:52,120.00,
00:00:53,97.08,
00:00:54,97.08,
00:00:55,86.10,
00:00:56,86.10,
00:00:57,86.10,
00:00:58,97.08,
00:00:59,86.10,
00:01:00,120.00,
