Time (s), Speed
00:00:00,41.87,
00:00:01,88.67,
00:00:02,135.49,
00:00:03,79.31,
00:00:04,97.21,
00:00:05,105.04,
00:00:06,65.72,
00:00:07,33.87,
00:00:08,46.59,
00:00:09,2.99,
00:00:10,21.65,
00:00:11,97.21,
00:00:12,97.21,
00:00:13,97.21,
00:00:14,97.21,
00:00:15,97.21,
00:00:16,97.21,
00:00:17,97.21,
00:00:18,97.21,
00:00:19,100.00,
00:00:20,97.21,
00:00:21,97.21,
00:00:22,110.72,
00:00:23,97.21,
00:00:24,97.21,
00:00:25,109.61,
00:00:26,97.21,
00:00:27,41.87,
00:00:28,55.91,
00:00:29,41.87,
00:00:30,41.87,
00:00:31,41.87,
00:00:32,41.87,
00:00:33,109.61,
00:00:34,109.61,
00:00:35,133.02,
00:00:36,135.49,
00:00:37,135.49,
00:00:38,135.49,
00:00:39,135.49,
00:00:40,135.49,
00:00:41,135.49,
00:00:42,135.49,
00:00:43,135.49,
00:00:44,135.49,
00:00:45,97.21,
00:00:46,97.21,
00:00:47,97.21,
00:00:48,97.21,
00:00:49,97.21,
00:00:50,97.21,
00:00:51,97.21,
