Time (s), Speed
00:00:00,29.78,
00:00:01,69.33,
00:00:02,69.33,
00:00:03,69.33,
00:00:04,71.47,
00:00:05,71.47,
00:00:06,71.47,
00:00:07,35.74,
00:00:08,69.33,
00:00:09,69.33,
00:00:10,65.21,
00:00:11,33.32,
00:00:12,44.17,
00:00:13,30.36,
00:00:14,44.17,
00:00:15,43.19,
00:00:16,71.47,
00:00:17,71.47,
00:00:18,71.47,
00:00:19,71.47,
00:00:20,71.47,
00:00:21,71.47,
00:00:22,71.47,
00:00:23,71.47,
00:00:24,71.47,
00:00:25,142.94,
00:00:26,102.56,
00:00:27,69.33,
00:00:28,71.47,
00:00:29,71.47,
00:00:30,71.47,
00:00:31,71.47,
00:00:32,71.47,
00:00:33,69.33,
00:00:34,35.74,
00:00:35,44.17,
00:00:36,60.65,
00:00:37,44.17,
00:00:38,71.47,
00:00:39,102.56,
00:00:40,35.74,
00:00:41,69.33,
00:00:42,35.74,
00:00:43,58.46,
00:00:44,115.64,
00:00:45,102.56,
00:00:46,102.56,
00:00:47,102.56,
00:00:48,102.56,
00:00:49,142.94,
00:00:50,142.94,
00:00:51,102.56,
00:00:52,102.56,
00:00:53,102.56,
00:00:54,102.56,
00:00:55,102.56,
00:00:56,102.56,
00:00:57,102.56,
00:00:58,142.94,
00:00:59,102.56,
00:01:00,102.56,
00:01:01,92.44,
00:01:02,102.56,
00:01:03,102.56,
