Time (s), Speed
00:00:00,120.43,
00:00:01,120.43,
00:00:02,120.43,
00:00:03,120.43,
00:00:04,87.17,
00:00:05,86.41,
00:00:06,120.43,
00:00:07,120.43,
00:00:08,120.43,
00:00:09,120.43,
00:00:10,120.43,
00:00:11,58.41,
00:00:12,86.41,
00:00:13,86.41,
00:00:14,86.41,
00:00:15,120.43,
00:00:16,86.41,
00:00:17,120.34,
00:00:18,120.43,
00:00:19,120.43,
00:00:20,120.43,
00:00:21,58.71,
00:00:22,52.13,
00:00:23,120.43,
00:00:24,120.43,
00:00:25,120.43,
00:00:26,120.43,
00:00:27,120.43,
00:00:28,120.43,
00:00:29,120.43,
00:00:30,120.43,
00:00:31,120.43,
00:00:32,120.43,
00:00:33,120.43,
00:00:34,120.43,
00:00:35,120.43,
00:00:36,120.43,
00:00:37,120.43,
00:00:38,120.43,
00:00:39,120.43,
