Time (s), Speed
00:00:00,58.82,
00:00:01,79.60,
00:00:02,71.34,
00:00:03,79.60,
00:00:04,78.26,
00:00:05,55.48,
00:00:06,55.48,
00:00:07,75.82,
00:00:08,67.22,
00:00:09,53.81,
00:00:10,89.76,
00:00:11,79.60,
00:00:12,53.81,
00:00:13,79.60,
00:00:14,79.60,
00:00:15,110.95,
00:00:16,79.60,
00:00:17,79.60,
00:00:18,29.38,
00:00:19,79.60,
00:00:20,58.57,
00:00:21,40.90,
00:00:22,95.16,
00:00:23,79.60,
00:00:24,55.48,
00:00:25,55.48,
00:00:26,55.48,
00:00:27,55.48,
00:00:28,55.48,
00:00:29,55.48,
00:00:30,55.48,
00:00:31,27.74,
00:00:32,27.74,
00:00:33,27.74,
00:00:34,35.18,
00:00:35,31.27,
00:00:36,27.74,
00:00:37,27.74,
00:00:38,27.74,
00:00:39,27.74,
00:00:40,27.74,
00:00:41,27.74,
00:00:42,53.81,
00:00:43,79.60,
00:00:44,110.95,
00:00:45,110.95,
00:00:46,110.95,
00:00:47,110.95,
00:00:48,110.95,
00:00:49,110.95,
00:00:50,110.95,
00:00:51,110.95,
00:00:52,79.60,
00:00:53,79.60,
00:00:54,79.60,
00:00:55,110.95,
00:00:56,110.95,
00:00:57,110.95,
00:00:58,79.60,
00:00:59,79.60,
00:01:00,79.60,
00:01:01,79.60,
00:01:02,40.91,
00:01:03,69.48,
00:01:04,79.60,
