Time (s), Speed
00:00:00,69.92,
00:00:01,93.29,
00:00:02,85.80,
00:00:03,85.80,
00:00:04,64.65,
00:00:05,59.79,
00:00:06,59.79,
00:00:07,59.79,
00:00:08,66.22,
00:00:09,29.90,
00:00:10,44.20,
00:00:11,55.47,
00:00:12,78.05,
00:00:13,96.75,
00:00:14,96.75,
00:00:15,85.80,
00:00:16,59.79,
00:00:17,74.36,
00:00:18,63.38,
00:00:19,109.69,
00:00:20,119.59,
00:00:21,63.47,
00:00:22,58.00,
00:00:23,59.79,
00:00:24,119.59,
00:00:25,96.75,
00:00:26,85.80,
00:00:27,58.00,
00:00:28,85.80,
00:00:29,85.80,
00:00:30,119.59,
00:00:31,28.34,
00:00:32,59.79,
00:00:33,36.95,
00:00:34,34.53,
00:00:35,30.90,
00:00:36,36.95,
00:00:37,22.33,
00:00:38,53.00,
00:00:39,58.00,
00:00:40,119.59,
00:00:41,119.59,
00:00:42,85.80,
00:00:43,85.80,
00:00:44,85.80,
00:00:45,96.75,
00:00:46,96.75,
00:00:47,64.74,
00:00:48,85.80,
00:00:49,85.80,
00:00:50,85.80,
00:00:51,85.80,
00:00:52,85.80,
00:00:53,85.80,
00:00:54,85.80,
00:00:55,119.59,
00:00:56,119.59,
00:00:57,85.80,
00:00:58,85.80,
00:00:59,85.80,
00:01:00,85.80,
00:01:01,85.80,
00:01:02,119.59,
