Time (s), Speed
00:00:00,33.72,
00:00:01,96.77,
00:00:02,65.42,
00:00:03,65.42,
00:00:04,65.42,
00:00:05,67.44,
00:00:06,67.44,
00:00:07,41.68,
00:00:08,30.27,
00:00:09,41.63,
00:00:10,41.68,
00:00:11,35.07,
00:00:12,62.50,
00:00:13,28.90,
00:00:14,13.84,
00:00:15,67.11,
00:00:16,49.90,
00:00:17,133.86,
00:00:18,79.04,
00:00:19,96.77,
00:00:20,96.77,
00:00:21,67.44,
00:00:22,67.44,
00:00:23,96.77,
00:00:24,96.77,
00:00:25,65.42,
00:00:26,67.44,
00:00:27,74.28,
00:00:28,65.42,
00:00:29,102.17,
00:00:30,96.77,
00:00:31,96.77,
00:00:32,11.01,
00:00:33,65.42,
00:00:34,33.72,
00:00:35,67.44,
00:00:36,54.32,
00:00:37,65.42,
00:00:38,41.04,
00:00:39,47.24,
00:00:40,52.59,
00:00:41,96.77,
00:00:42,96.77,
00:00:43,96.77,
00:00:44,96.77,
00:00:45,96.77,
00:00:46,96.77,
00:00:47,134.88,
00:00:48,134.88,
00:00:49,134.88,
00:00:50,86.74,
00:00:51,96.77,
00:00:52,96.77,
00:00:53,104.04,
00:00:54,134.88,
00:00:55,134.88,
00:00:56,134.88,
00:00:57,96.77,
00:00:58,96.77,
00:00:59,99.98,
00:01:00,134.88,
00:01:01,134.88,
00:01:02,96.77,
00:01:03,96.77,
00:01:04,96.77,
00:01:05,96.77,
00:01:06,114.67,
00:01:07,121.31,
