AgentName,StartTime,EndTime,Duration,AverageUnitsPerSecond,StartingDistanceFromDest,Wait Time,Max Speed
BP_Agent_Male24,00:00:00,00:00:37,00:00:37,1.40,4199.12,0.00,141.51
BP_Agent_Female23,00:00:00,00:00:41,00:00:41,1.24,4085.01,0.00,127.07
BP_Agent_Female22,00:00:00,00:00:42,00:00:42,1.23,4154.28,0.00,138.46
BP_Agent_Female24,00:00:00,00:00:43,00:00:43,1.23,4304.57,0.00,126.13
BP_Agent_Male14,00:00:00,00:00:44,00:00:44,1.21,4448.74,0.00,129.95
BP_Agent_Male7,00:00:00,00:00:47,00:00:47,1.14,4293.02,0.00,113.86
BP_Agent_Female8,00:00:00,00:00:48,00:00:48,1.10,3902.84,0.00,113.72
BP_Agent_Male8,00:00:00,00:00:49,00:00:49,1.10,3992.82,0.00,120.36
BP_Agent_Female21,00:00:00,00:00:50,00:00:50,1.10,4471.44,0.00,136.22
BP_Agent_Male11,00:00:00,00:00:50,00:00:50,1.07,4381.03,1.00,122.20
BP_Agent_Male9,00:00:00,00:00:51,00:00:51,1.02,4034.55,1.00,134.12
BP_Agent_Female7,00:00:00,00:00:52,00:00:52,1.06,4229.44,1.00,123.35
BP_Agent_Female4,00:00:00,00:00:52,00:00:52,1.03,4123.70,3.00,136.84
BP_Agent_Female3,00:00:00,00:00:53,00:00:53,1.06,4329.39,3.00,135.67
BP_Agent_Male22,00:00:00,00:00:56,00:00:56,0.96,4116.44,1.00,100.21
BP_Agent_Male13,00:00:00,00:00:57,00:00:57,0.95,4286.70,2.00,127.39
BP_Agent_Male12,00:00:00,00:00:57,00:00:57,0.96,4089.60,6.00,135.57
BP_Agent_Female16,00:00:00,00:00:58,00:00:58,0.95,4350.02,1.00,113.55
BP_Agent_Female11,00:00:00,00:00:58,00:00:58,0.93,4471.42,5.00,122.79
BP_Agent_Female2,00:00:00,00:00:59,00:00:59,0.91,3804.95,1.00,121.68
BP_Agent_Male4,00:00:00,00:00:59,00:00:59,0.95,4004.10,3.00,139.45
BP_Agent_Male10,00:00:00,00:01:02,00:01:02,0.85,4488.47,9.00,99.28
BP_Agent_Male19,00:00:00,00:01:03,00:01:03,0.87,4388.86,8.00,104.49
BP_Agent_Male15,00:00:00,00:01:04,00:01:04,0.85,4520.66,9.00,129.95
BP_Agent_Male17,00:00:00,00:01:06,00:01:06,0.86,4481.31,11.00,137.11
BP_Agent_Female12,00:00:00,00:01:06,00:01:06,0.81,4015.01,11.00,95.08
BP_Agent_Female6,00:00:00,00:01:07,00:01:07,0.85,4086.65,9.00,112.41
BP_Agent_Male6,00:00:00,00:01:07,00:01:07,0.84,3819.41,9.00,120.74
BP_Agent_Male,00:00:00,00:01:08,00:01:08,0.82,4200.25,13.00,134.88
BP_Agent_Female19,00:00:00,00:01:08,00:01:08,0.81,4563.15,16.00,134.06
BP_Agent_Male20,00:00:00,00:01:09,00:01:09,0.84,4532.74,13.00,130.12
BP_Agent_Female15,00:00:00,00:01:10,00:01:10,0.77,4436.23,13.00,95.79
BP_Agent_Female,00:00:00,00:01:10,00:01:10,0.82,3966.79,14.00,125.22
BP_Agent_Female9,00:00:00,00:01:11,00:01:11,0.78,4210.56,12.00,101.54
BP_Agent_Male5,00:00:00,00:01:11,00:01:11,0.82,3932.39,19.00,140.00
BP_Agent_Female14,00:00:00,00:01:11,00:01:11,0.80,4531.10,18.00,127.26
BP_Agent_Female20,00:00:00,00:01:12,00:01:12,0.83,4622.21,19.00,138.77
BP_Agent_Female17,00:00:00,00:01:12,00:01:12,0.77,4633.91,22.00,128.08
BP_Agent_Female10,00:00:00,00:01:12,00:01:12,0.74,3907.06,19.00,97.07
BP_Agent_Male16,00:00:00,00:01:14,00:01:14,0.79,4614.34,19.00,128.50
BP_Agent_Female13,00:00:00,00:01:14,00:01:14,0.77,4667.83,12.00,106.15
BP_Agent_Male18,00:00:00,00:01:15,00:01:15,0.80,4718.96,16.00,122.25
BP_Agent_Male3,00:00:00,00:01:16,00:01:16,0.77,4232.02,15.00,110.15
BP_Agent_Female5,00:00:00,00:01:20,00:01:20,0.69,3900.06,29.00,95.36
BP_Agent_Male21,00:00:00,00:01:21,00:01:21,0.72,4679.50,19.00,104.39
BP_Agent_Male23,00:00:00,00:01:21,00:01:21,0.70,4661.72,27.00,117.35
BP_Agent_Female18,00:00:00,00:01:22,00:01:22,0.72,4816.65,16.00,109.03
BP_Agent_Male2,00:00:00,00:01:23,00:01:23,0.72,4111.56,22.00,118.55
