Time (s), Speed
00:00:00,55.89,
00:00:01,78.93,
00:00:02,68.85,
00:00:03,68.85,
00:00:04,66.79,
00:00:05,68.85,
00:00:06,98.80,
00:00:07,68.75,
00:00:08,98.80,
00:00:09,66.79,
00:00:10,95.73,
00:00:11,100.33,
00:00:12,98.80,
00:00:13,83.84,
00:00:14,72.83,
00:00:15,112.53,
00:00:16,81.44,
00:00:17,68.85,
00:00:18,81.23,
00:00:19,66.79,
00:00:20,66.79,
00:00:21,66.79,
00:00:22,98.80,
00:00:23,103.93,
00:00:24,66.79,
00:00:25,98.80,
00:00:26,66.79,
00:00:27,66.79,
00:00:28,66.79,
00:00:29,28.55,
00:00:30,42.55,
00:00:31,73.90,
00:00:32,47.10,
00:00:33,25.86,
00:00:34,28.63,
00:00:35,27.30,
00:00:36,26.67,
00:00:37,46.74,
00:00:38,128.60,
00:00:39,68.85,
00:00:40,98.80,
00:00:41,134.99,
00:00:42,137.71,
00:00:43,137.71,
00:00:44,98.80,
00:00:45,103.44,
00:00:46,105.72,
00:00:47,122.39,
00:00:48,102.11,
00:00:49,105.10,
00:00:50,98.80,
00:00:51,98.80,
00:00:52,137.71,
00:00:53,98.80,
00:00:54,98.80,
00:00:55,98.80,
00:00:56,98.80,
00:00:57,98.80,
00:00:58,98.80,
00:00:59,98.80,
00:01:00,98.80,
00:01:01,98.80,
00:01:02,137.71,
