Time (s), Speed
00:00:00,70.15,
00:00:01,102.56,
00:00:02,69.24,
00:00:03,102.56,
00:00:04,49.74,
00:00:05,49.74,
00:00:06,78.72,
00:00:07,82.97,
00:00:08,82.97,
00:00:09,73.58,
00:00:10,73.58,
00:00:11,73.58,
00:00:12,102.56,
00:00:13,102.56,
00:00:14,102.56,
00:00:15,73.58,
00:00:16,73.58,
00:00:17,73.58,
00:00:18,73.58,
00:00:19,51.28,
00:00:20,99.12,
00:00:21,73.58,
00:00:22,102.56,
00:00:23,73.58,
00:00:24,80.22,
00:00:25,73.58,
00:00:26,82.52,
00:00:27,73.58,
00:00:28,19.78,
00:00:29,31.52,
00:00:30,18.88,
00:00:31,61.53,
00:00:32,25.64,
00:00:33,28.88,
00:00:34,13.37,
00:00:35,37.66,
00:00:36,102.56,
00:00:37,102.56,
00:00:38,102.56,
00:00:39,102.56,
00:00:40,102.56,
00:00:41,102.56,
00:00:42,102.56,
00:00:43,102.56,
00:00:44,102.56,
00:00:45,102.56,
00:00:46,102.56,
00:00:47,102.56,
00:00:48,102.56,
00:00:49,102.56,
00:00:50,102.56,
00:00:51,102.56,
00:00:52,102.56,
00:00:53,73.58,
00:00:54,102.56,
00:00:55,102.56,
00:00:56,102.56,
00:00:57,102.56,
00:00:58,102.56,
00:00:59,102.56,
00:01:00,102.56,
00:01:01,102.56,
