Time (s), Speed
00:00:00,67.85,
00:00:01,75.11,
00:00:02,71.82,
00:00:03,74.68,
00:00:04,80.99,
00:00:05,80.53,
00:00:06,30.74,
00:00:07,29.68,
00:00:08,30.93,
00:00:09,15.99,
00:00:10,48.55,
00:00:11,7.66,
00:00:12,30.93,
00:00:13,25.03,
00:00:14,45.78,
00:00:15,25.03,
00:00:16,63.55,
00:00:17,50.05,
00:00:18,100.11,
00:00:19,100.11,
00:00:20,100.11,
00:00:21,100.11,
00:00:22,100.11,
00:00:23,100.11,
00:00:24,71.82,
00:00:25,71.82,
00:00:26,46.40,
00:00:27,67.06,
00:00:28,50.05,
00:00:29,25.03,
00:00:30,25.03,
00:00:31,25.03,
00:00:32,50.05,
00:00:33,25.03,
00:00:34,46.95,
00:00:35,27.53,
00:00:36,25.03,
00:00:37,50.05,
00:00:38,48.55,
00:00:39,26.70,
00:00:40,25.03,
00:00:41,48.55,
00:00:42,48.55,
00:00:43,30.93,
00:00:44,48.55,
00:00:45,48.55,
00:00:46,33.27,
00:00:47,50.05,
00:00:48,100.11,
00:00:49,100.11,
00:00:50,100.11,
00:00:51,100.11,
00:00:52,100.11,
00:00:53,100.11,
00:00:54,100.11,
00:00:55,100.11,
00:00:56,100.11,
00:00:57,100.11,
00:00:58,100.11,
00:00:59,100.11,
00:01:00,100.11,
00:01:01,100.11,
00:01:02,100.11,
00:01:03,100.11,
00:01:04,100.11,
00:01:05,100.11,
00:01:06,100.11,
00:01:07,100.11,
00:01:08,100.11,
00:01:09,100.11,
00:01:10,100.11,
00:01:11,100.11,
00:01:12,100.11,
00:01:13,100.11,
