Time (s), Speed
00:00:00,34.59,
00:00:01,93.03,
00:00:02,89.76,
00:00:03,89.76,
00:00:04,88.73,
00:00:05,89.76,
00:00:06,62.56,
00:00:07,60.68,
00:00:08,60.68,
00:00:09,6.82,
00:00:10,38.66,
00:00:11,38.66,
00:00:12,42.50,
00:00:13,60.68,
00:00:14,38.66,
00:00:15,101.22,
00:00:16,62.56,
00:00:17,89.76,
00:00:18,77.88,
00:00:19,125.11,
00:00:20,89.76,
00:00:21,89.76,
00:00:22,79.36,
00:00:23,89.76,
00:00:24,41.73,
00:00:25,125.11,
00:00:26,31.28,
00:00:27,31.28,
00:00:28,31.28,
00:00:29,60.68,
00:00:30,74.31,
00:00:31,31.28,
00:00:32,31.28,
00:00:33,52.51,
00:00:34,60.68,
00:00:35,31.28,
00:00:36,62.56,
00:00:37,62.56,
00:00:38,31.28,
00:00:39,31.28,
00:00:40,31.28,
00:00:41,31.28,
00:00:42,62.56,
00:00:43,68.52,
00:00:44,68.63,
00:00:45,89.76,
00:00:46,89.76,
00:00:47,89.76,
00:00:48,125.11,
00:00:49,125.11,
00:00:50,125.11,
00:00:51,125.11,
00:00:52,125.11,
00:00:53,125.11,
00:00:54,125.11,
00:00:55,125.11,
00:00:56,125.11,
00:00:57,89.76,
00:00:58,89.76,
00:00:59,89.76,
00:01:00,89.76,
00:01:01,125.11,
00:01:02,125.11,
00:01:03,125.11,
00:01:04,89.76,
00:01:05,101.22,
00:01:06,125.11,
00:01:07,125.11,
