Time (s), Speed
00:00:00,46.80,
00:00:01,66.13,
00:00:02,94.90,
00:00:03,94.90,
00:00:04,94.90,
00:00:05,94.90,
00:00:06,107.01,
00:00:07,107.01,
00:00:08,40.87,
00:00:09,40.87,
00:00:10,40.87,
00:00:11,32.59,
00:00:12,62.46,
00:00:13,40.74,
00:00:14,32.83,
00:00:15,27.98,
00:00:16,40.87,
00:00:17,40.87,
00:00:18,56.18,
00:00:19,66.13,
00:00:20,66.13,
00:00:21,66.13,
00:00:22,66.13,
00:00:23,66.13,
00:00:24,72.24,
00:00:25,132.27,
00:00:26,94.90,
00:00:27,94.90,
00:00:28,66.13,
00:00:29,64.15,
00:00:30,64.15,
00:00:31,64.15,
00:00:32,66.13,
00:00:33,94.90,
00:00:34,66.13,
00:00:35,66.13,
00:00:36,66.13,
00:00:37,33.07,
00:00:38,71.84,
00:00:39,1.27,
00:00:40,49.05,
00:00:41,24.06,
00:00:42,33.84,
00:00:43,61.96,
00:00:44,39.42,
00:00:45,64.15,
00:00:46,64.15,
00:00:47,40.87,
00:00:48,93.96,
00:00:49,112.67,
00:00:50,94.90,
00:00:51,94.90,
00:00:52,94.90,
00:00:53,94.90,
00:00:54,94.90,
00:00:55,94.90,
00:00:56,94.90,
00:00:57,132.27,
00:00:58,132.27,
00:00:59,132.27,
00:01:00,94.90,
00:01:01,94.90,
00:01:02,94.90,
00:01:03,94.90,
00:01:04,94.90,
00:01:05,94.90,
00:01:06,94.90,
00:01:07,132.27,
00:01:08,94.90,
00:01:09,94.90,
00:01:10,94.90,
00:01:11,94.90,
00:01:12,94.90,
00:01:13,94.90,
