AgentName,StartTime,EndTime,Duration,AverageUnitsPerSecond,StartingDistanceFromDest,Wait Time,Max Speed
BP_Agent_Male24,00:00:00,00:00:36,00:00:36,1.34,3921.86,0.00,134.36
BP_Agent_Female22,00:00:00,00:00:37,00:00:37,1.31,3880.69,0.00,138.59
BP_Agent_Male14,00:00:00,00:00:39,00:00:39,1.25,4159.86,0.00,127.45
BP_Agent_Female14,00:00:00,00:00:40,00:00:40,1.23,4239.81,0.00,138.68
BP_Agent_Female24,00:00:00,00:00:41,00:00:41,1.17,4024.75,0.00,125.33
BP_Agent_Male19,00:00:00,00:00:42,00:00:42,1.16,4106.79,0.00,142.06
BP_Agent_Female23,00:00:00,00:00:44,00:00:44,1.09,3812.69,0.00,117.41
BP_Agent_Female21,00:00:00,00:00:45,00:00:45,1.10,4188.31,0.00,121.95
BP_Agent_Male22,00:00:00,00:00:46,00:00:46,1.06,3849.43,1.00,143.06
BP_Agent_Male7,00:00:00,00:00:47,00:00:47,1.04,4021.69,0.00,115.14
BP_Agent_Male8,00:00:00,00:00:49,00:00:49,1.01,3734.63,0.00,111.19
BP_Agent_Female16,00:00:00,00:00:51,00:00:51,0.98,4074.16,0.00,103.82
BP_Agent_Male9,00:00:00,00:00:53,00:00:53,0.95,3768.11,6.00,134.41
BP_Agent_Female7,00:00:00,00:00:53,00:00:53,0.92,3960.08,0.00,113.63
BP_Agent_Female9,00:00:00,00:00:54,00:00:54,0.94,3948.14,2.00,106.88
BP_Agent_Female15,00:00:00,00:00:55,00:00:55,0.95,4157.68,0.00,109.21
BP_Agent_Female10,00:00:00,00:00:55,00:00:55,0.89,3650.77,3.00,110.74
BP_Agent_Male17,00:00:00,00:00:56,00:00:56,0.97,4213.01,3.00,139.03
BP_Agent_Male15,00:00:00,00:00:56,00:00:56,0.91,4243.88,3.00,123.16
BP_Agent_Female11,00:00:00,00:00:57,00:00:57,0.88,4198.66,7.00,101.96
BP_Agent_Male16,00:00:00,00:00:58,00:00:58,0.89,4336.76,7.00,126.44
BP_Agent_Male11,00:00:00,00:00:59,00:00:59,0.86,4110.98,6.00,98.06
BP_Agent_Female3,00:00:00,00:01:00,00:01:00,0.87,4067.26,3.00,109.52
BP_Agent_Male12,00:00:00,00:01:01,00:01:01,0.83,3828.30,7.00,112.70
BP_Agent_Female12,00:00:00,00:01:01,00:01:01,0.82,3762.57,8.00,104.65
BP_Agent_Male13,00:00:00,00:01:02,00:01:02,0.85,4028.86,1.00,100.43
BP_Agent_Female17,00:00:00,00:01:03,00:01:03,0.84,4340.51,14.00,134.64
BP_Agent_Female19,00:00:00,00:01:03,00:01:03,0.78,4268.24,16.00,96.08
BP_Agent_Female8,00:00:00,00:01:04,00:01:04,0.79,3642.86,13.00,123.64
BP_Agent_Female20,00:00:00,00:01:04,00:01:04,0.82,4336.02,8.00,102.85
BP_Agent_Female4,00:00:00,00:01:06,00:01:06,0.78,3866.52,12.00,95.79
BP_Agent_Male3,00:00:00,00:01:07,00:01:07,0.78,3980.74,16.00,123.99
BP_Agent_Male20,00:00:00,00:01:08,00:01:08,0.77,4245.87,14.00,121.41
BP_Agent_Male10,00:00:00,00:01:08,00:01:08,0.71,4193.57,19.00,100.12
BP_Agent_Female13,00:00:00,00:01:09,00:01:09,0.75,4385.63,12.00,101.38
BP_Agent_Female5,00:00:00,00:01:09,00:01:09,0.72,3651.53,19.00,97.08
BP_Agent_Female6,00:00:00,00:01:10,00:01:10,0.74,3838.12,12.00,100.69
BP_Agent_Female18,00:00:00,00:01:11,00:01:11,0.77,4524.83,17.00,138.81
BP_Agent_Female2,00:00:00,00:01:11,00:01:11,0.72,3560.79,19.00,97.50
BP_Agent_Male5,00:00:00,00:01:12,00:01:12,0.73,3687.17,19.00,126.38
BP_Agent_Male23,00:00:00,00:01:12,00:01:12,0.74,4371.13,16.00,103.11
BP_Agent_Male21,00:00:00,00:01:13,00:01:13,0.73,4381.32,20.00,108.83
BP_Agent_Male,00:00:00,00:01:14,00:01:14,0.69,3943.83,19.00,116.80
BP_Agent_Male18,00:00:00,00:01:14,00:01:14,0.75,4432.12,10.00,100.36
BP_Agent_Male6,00:00:00,00:01:14,00:01:14,0.75,3581.35,25.00,138.20
BP_Agent_Female,00:00:00,00:01:14,00:01:14,0.76,3733.22,17.00,132.27
BP_Agent_Male2,00:00:00,00:01:15,00:01:15,0.73,3867.78,18.00,113.01
BP_Agent_Male4,00:00:00,00:01:16,00:01:16,0.70,3763.56,21.00,102.74
