Time (s), Speed
00:00:00,53.98,
00:00:01,88.96,
00:00:02,88.96,
00:00:03,88.96,
00:00:04,62.00,
00:00:05,60.14,
00:00:06,60.14,
00:00:07,13.88,
00:00:08,60.14,
00:00:09,38.32,
00:00:10,38.32,
00:00:11,62.00,
00:00:12,31.70,
00:00:13,31.00,
00:00:14,40.71,
00:00:15,60.14,
00:00:16,98.21,
00:00:17,36.20,
00:00:18,94.41,
00:00:19,91.65,
00:00:20,67.13,
00:00:21,81.19,
00:00:22,110.71,
00:00:23,88.96,
00:00:24,88.96,
00:00:25,88.96,
00:00:26,69.58,
00:00:27,69.31,
00:00:28,62.00,
00:00:29,66.09,
00:00:30,38.32,
00:00:31,88.96,
00:00:32,88.96,
00:00:33,31.00,
00:00:34,62.00,
00:00:35,62.00,
00:00:36,31.00,
00:00:37,23.18,
00:00:38,31.00,
00:00:39,31.00,
00:00:40,31.00,
00:00:41,31.00,
00:00:42,37.04,
00:00:43,97.62,
00:00:44,88.96,
00:00:45,88.96,
00:00:46,88.96,
00:00:47,88.96,
00:00:48,123.99,
00:00:49,123.99,
00:00:50,123.99,
00:00:51,123.99,
00:00:52,123.99,
00:00:53,123.99,
00:00:54,123.99,
00:00:55,88.96,
00:00:56,88.96,
00:00:57,88.96,
00:00:58,123.99,
00:00:59,123.99,
00:01:00,123.99,
00:01:01,123.99,
00:01:02,123.99,
00:01:03,123.99,
00:01:04,88.96,
00:01:05,88.96,
00:01:06,123.99,
