Time (s),Duration (hh:mm:ss)
00:00:00,138.97,
00:00:01,189.45,
00:00:02,150.67,
00:00:03,150.67,
00:00:04,169.89,
00:00:05,101.27,
00:00:06,100.05,
00:00:07,47.96,
00:00:08,34.60,
00:00:09,36.72,
00:00:10,52.50,
00:00:11,125.84,
00:00:12,168.30,
00:00:13,210.00,
00:00:14,210.00,
00:00:15,210.00,
00:00:16,210.00,
00:00:17,105.00,
00:00:18,105.00,
00:00:19,52.50,
00:00:20,105.00,
00:00:21,105.00,
00:00:22,101.85,
00:00:23,150.67,
00:00:24,150.67,
00:00:25,150.67,
00:00:26,150.67,
00:00:27,191.67,
