AgentName,StartTime,EndTime,Duration,UnitsTravelled,AverageUnitsPerSecond,StartingDistanceFromDest
BP_Agent_Male24,00:00:00,00:00:14,00:00:14,2.21,2972.90
BP_Agent_Female20,00:00:00,00:00:17,00:00:17,1.84,3014.65
BP_Agent_Female21,00:00:00,00:00:17,00:00:17,1.89,3082.49
BP_Agent_Male23,00:00:00,00:00:18,00:00:18,1.77,3067.90
BP_Agent_Male22,00:00:00,00:00:19,00:00:19,1.75,3190.15
BP_Agent_Male21,00:00:00,00:00:20,00:00:20,1.74,3138.12
BP_Agent_Female16,00:00:00,00:00:21,00:00:21,1.71,3255.92
BP_Agent_Female19,00:00:00,00:00:22,00:00:22,1.51,3084.77
BP_Agent_Male19,00:00:00,00:00:23,00:00:23,1.65,3215.63
BP_Agent_Female24,00:00:00,00:00:24,00:00:24,1.37,3026.40
BP_Agent_Female17,00:00:00,00:00:25,00:00:25,1.40,3165.00
BP_Agent_Male7,00:00:00,00:00:26,00:00:26,1.53,3184.62
BP_Agent_Male17,00:00:00,00:00:26,00:00:26,1.37,3429.77
BP_Agent_Female22,00:00:00,00:00:27,00:00:27,1.42,3063.24
BP_Agent_Female14,00:00:00,00:00:27,00:00:27,1.37,3134.51
BP_Agent_Male8,00:00:00,00:00:28,00:00:28,1.35,3118.62
BP_Agent_Male20,00:00:00,00:00:29,00:00:29,1.37,3171.58
BP_Agent_Female6,00:00:00,00:00:29,00:00:29,1.37,3292.61
BP_Agent_Female15,00:00:00,00:00:30,00:00:30,1.29,3097.10
BP_Agent_Male16,00:00:00,00:00:31,00:00:31,1.35,3379.91
BP_Agent_Male10,00:00:00,00:00:31,00:00:31,1.30,2982.64
BP_Agent_Male9,00:00:00,00:00:32,00:00:32,1.37,3077.33
BP_Agent_Male15,00:00:00,00:00:32,00:00:32,1.32,3284.12
BP_Agent_Male2,00:00:00,00:00:33,00:00:33,1.38,3358.78
BP_Agent_Female18,00:00:00,00:00:34,00:00:34,1.17,3323.70
BP_Agent_Female8,00:00:00,00:00:35,00:00:35,1.23,2986.31
BP_Agent_Female23,00:00:00,00:00:36,00:00:36,1.21,3049.81
BP_Agent_Female7,00:00:00,00:00:36,00:00:36,1.21,3104.70
BP_Agent_Male3,00:00:00,00:00:36,00:00:36,1.19,3363.34
BP_Agent_Female4,00:00:00,00:00:37,00:00:37,1.15,3229.70
BP_Agent_Male18,00:00:00,00:00:38,00:00:38,1.21,3310.80
BP_Agent_Male14,00:00:00,00:00:38,00:00:38,1.20,3099.59
BP_Agent_Male5,00:00:00,00:00:39,00:00:39,1.23,3224.63
BP_Agent_Female9,00:00:00,00:00:40,00:00:40,1.07,3048.95
BP_Agent_Female5,00:00:00,00:00:41,00:00:41,1.07,3170.77
BP_Agent_Male12,00:00:00,00:00:42,00:00:42,1.19,3193.30
BP_Agent_Female11,00:00:00,00:00:42,00:00:42,1.07,3085.75
BP_Agent_Female13,00:00:00,00:00:43,00:00:43,1.03,3328.64
BP_Agent_Female2,00:00:00,00:00:43,00:00:43,1.09,3153.82
BP_Agent_Male4,00:00:00,00:00:44,00:00:44,1.15,3319.54
BP_Agent_Male,00:00:00,00:00:44,00:00:44,1.12,3370.82
BP_Agent_Male11,00:00:00,00:00:45,00:00:45,1.21,3212.83
BP_Agent_Male6,00:00:00,00:00:45,00:00:45,1.10,3224.10
BP_Agent_Male13,00:00:00,00:00:46,00:00:46,1.01,3190.82
BP_Agent_Female10,00:00:00,00:00:47,00:00:47,1.05,3248.63
BP_Agent_Female12,00:00:00,00:00:48,00:00:48,1.01,3143.75
BP_Agent_Female3,00:00:00,00:00:49,00:00:49,1.02,3201.95
BP_Agent_Female,00:00:00,00:00:50,00:00:50,1.03,3364.56
