Time (s),Duration (hh:mm:ss)
00:00:00,45.44,
00:00:01,55.00,
00:00:02,106.70,
00:00:03,157.84,
00:00:04,116.63,
00:00:05,98.93,
00:00:06,66.50,
00:00:07,110.00,
00:00:08,121.24,
00:00:09,129.96,
00:00:10,54.15,
00:00:11,108.30,
00:00:12,122.05,
00:00:13,105.79,
00:00:14,8.65,
00:00:15,28.85,
00:00:16,3.17,
00:00:17,25.44,
00:00:18,13.07,
00:00:19,29.82,
00:00:20,20.03,
00:00:21,18.46,
00:00:22,55.00,
00:00:23,55.00,
00:00:24,60.24,
00:00:25,133.55,
00:00:26,111.66,
00:00:27,157.84,
00:00:28,157.84,
00:00:29,157.84,
00:00:30,106.70,
00:00:31,114.19,
00:00:32,110.00,
00:00:33,110.00,
00:00:34,110.00,
00:00:35,110.00,
00:00:36,157.84,
00:00:37,119.89,
00:00:38,147.53,
00:00:39,157.84,
00:00:40,157.84,
00:00:41,157.84,
00:00:42,157.84,
