Time (s),Duration (hh:mm:ss)
00:00:00,92.51,
00:00:01,113.09,
00:00:02,140.00,
00:00:03,70.00,
00:00:04,35.00,
00:00:05,70.00,
00:00:06,67.90,
00:00:07,35.00,
00:00:08,43.26,
00:00:09,30.97,
00:00:10,35.00,
00:00:11,29.97,
00:00:12,43.26,
00:00:13,43.26,
00:00:14,43.26,
00:00:15,43.26,
00:00:16,43.26,
00:00:17,13.91,
00:00:18,19.17,
00:00:19,29.23,
00:00:20,35.00,
00:00:21,15.98,
00:00:22,70.43,
00:00:23,140.00,
00:00:24,140.00,
00:00:25,100.44,
00:00:26,100.44,
00:00:27,140.00,
00:00:28,140.00,
00:00:29,102.64,
00:00:30,140.00,
00:00:31,100.44,
00:00:32,100.44,
00:00:33,100.44,
00:00:34,114.77,
00:00:35,140.00,
00:00:36,140.00,
00:00:37,140.00,
00:00:38,140.00,
00:00:39,140.00,
00:00:40,140.00,
00:00:41,140.00,
00:00:42,140.00,
