Time (s),Duration (hh:mm:ss)
00:00:00,41.78,
00:00:01,81.22,
00:00:02,75.00,
00:00:03,78.88,
00:00:04,107.62,
00:00:05,72.75,
00:00:06,122.50,
00:00:07,46.35,
00:00:08,46.35,
00:00:09,46.35,
00:00:10,31.59,
00:00:11,46.35,
00:00:12,46.35,
00:00:13,92.91,
00:00:14,107.62,
00:00:15,107.62,
00:00:16,81.48,
00:00:17,104.55,
00:00:18,107.62,
00:00:19,150.00,
00:00:20,107.62,
00:00:21,107.62,
00:00:22,107.62,
00:00:23,107.62,
00:00:24,107.62,
00:00:25,107.62,
00:00:26,150.00,
00:00:27,150.00,
00:00:28,107.62,
00:00:29,150.00,
00:00:30,150.00,
00:00:31,150.00,
00:00:32,150.00,
00:00:33,150.00,
