Time (s),Duration (hh:mm:ss)
00:00:00,142.73,
00:00:01,102.60,
00:00:02,69.36,
00:00:03,114.42,
00:00:04,143.00,
00:00:05,143.00,
00:00:06,143.00,
00:00:07,35.75,
00:00:08,41.23,
00:00:09,102.60,
00:00:10,53.05,
00:00:11,44.19,
00:00:12,44.19,
00:00:13,32.16,
00:00:14,44.19,
00:00:15,22.73,
00:00:16,44.19,
00:00:17,16.26,
00:00:18,44.19,
00:00:19,48.00,
00:00:20,110.35,
00:00:21,102.60,
00:00:22,135.36,
00:00:23,143.00,
00:00:24,143.00,
00:00:25,143.00,
00:00:26,143.00,
00:00:27,143.00,
00:00:28,143.00,
00:00:29,143.00,
00:00:30,71.50,
00:00:31,71.50,
00:00:32,72.77,
00:00:33,71.50,
00:00:34,97.16,
00:00:35,143.00,
00:00:36,143.00,
00:00:37,143.00,
00:00:38,143.00,
00:00:39,143.00,
00:00:40,143.00,
