Time (s),Duration (hh:mm:ss)
00:00:00,102.20,
00:00:01,150.00,
00:00:02,107.62,
00:00:03,114.13,
00:00:04,107.62,
00:00:05,75.00,
00:00:06,30.92,
00:00:07,75.00,
00:00:08,80.91,
00:00:09,107.62,
00:00:10,72.75,
00:00:11,72.75,
00:00:12,37.50,
00:00:13,41.25,
00:00:14,37.50,
00:00:15,37.50,
00:00:16,37.50,
00:00:17,39.73,
00:00:18,46.35,
00:00:19,46.35,
00:00:20,37.50,
00:00:21,37.50,
00:00:22,44.26,
00:00:23,27.75,
00:00:24,37.50,
00:00:25,37.50,
00:00:26,37.50,
00:00:27,72.75,
00:00:28,107.62,
00:00:29,148.22,
00:00:30,150.00,
00:00:31,150.00,
00:00:32,150.00,
00:00:33,150.00,
00:00:34,96.13,
00:00:35,107.62,
00:00:36,107.62,
00:00:37,109.08,
00:00:38,107.62,
00:00:39,107.62,
00:00:40,75.00,
00:00:41,91.07,
00:00:42,139.53,
00:00:43,150.00,
00:00:44,150.00,
00:00:45,150.00,
00:00:46,150.00,
00:00:47,150.00,
