Time (s),Duration (hh:mm:ss)
00:00:00,41.81,
00:00:01,104.49,
00:00:02,75.00,
00:00:03,77.08,
00:00:04,124.96,
00:00:05,107.62,
00:00:06,72.75,
00:00:07,75.00,
00:00:08,67.77,
00:00:09,69.80,
00:00:10,75.00,
00:00:11,107.62,
00:00:12,107.62,
00:00:13,72.75,
00:00:14,72.75,
00:00:15,46.35,
00:00:16,75.43,
00:00:17,37.50,
00:00:18,37.50,
00:00:19,25.64,
00:00:20,44.65,
00:00:21,46.35,
00:00:22,46.35,
00:00:23,46.35,
00:00:24,38.63,
00:00:25,36.78,
00:00:26,7.94,
00:00:27,5.23,
00:00:28,28.87,
00:00:29,109.77,
00:00:30,150.00,
00:00:31,150.00,
00:00:32,150.00,
00:00:33,150.00,
00:00:34,107.62,
00:00:35,107.62,
00:00:36,107.62,
00:00:37,107.62,
00:00:38,107.62,
00:00:39,107.62,
00:00:40,107.62,
00:00:41,107.62,
00:00:42,108.75,
00:00:43,150.00,
00:00:44,150.00,
00:00:45,150.00,
00:00:46,150.00,
00:00:47,150.00,
00:00:48,150.00,
