Time (s),Duration (hh:mm:ss)
00:00:00,90.58,
00:00:01,107.62,
00:00:02,150.00,
00:00:03,150.00,
00:00:04,150.00,
00:00:05,150.00,
00:00:06,72.75,
00:00:07,84.07,
00:00:08,65.79,
00:00:09,113.43,
00:00:10,33.56,
00:00:11,33.09,
00:00:12,46.35,
00:00:13,46.35,
00:00:14,46.35,
00:00:15,29.01,
00:00:16,20.15,
00:00:17,64.59,
00:00:18,107.62,
00:00:19,107.62,
00:00:20,75.00,
00:00:21,107.62,
00:00:22,150.00,
00:00:23,150.00,
00:00:24,150.00,
00:00:25,150.00,
00:00:26,107.62,
00:00:27,107.62,
00:00:28,150.00,
00:00:29,150.00,
00:00:30,107.62,
00:00:31,107.62,
00:00:32,150.00,
00:00:33,150.00,
00:00:34,150.00,
00:00:35,150.00,
00:00:36,135.19,
