Time (s),Duration (hh:mm:ss)
00:00:00,35.27,
00:00:01,109.03,
00:00:02,143.49,
00:00:03,143.49,
00:00:04,143.49,
00:00:05,143.49,
00:00:06,200.00,
00:00:07,143.49,
00:00:08,143.49,
00:00:09,50.00,
00:00:10,50.77,
00:00:11,50.00,
00:00:12,50.00,
00:00:13,50.00,
00:00:14,50.00,
00:00:15,42.10,
00:00:16,26.53,
00:00:17,12.84,
00:00:18,21.59,
00:00:19,50.00,
00:00:20,50.00,
00:00:21,27.94,
00:00:22,45.34,
00:00:23,50.00,
00:00:24,68.76,
00:00:25,100.00,
00:00:26,100.00,
00:00:27,100.00,
00:00:28,118.57,
00:00:29,100.00,
00:00:30,100.00,
00:00:31,97.90,
00:00:32,105.03,
00:00:33,143.49,
00:00:34,100.00,
00:00:35,100.00,
00:00:36,100.00,
00:00:37,100.00,
00:00:38,100.00,
00:00:39,104.83,
00:00:40,63.30,
00:00:41,143.49,
00:00:42,155.84,
00:00:43,200.00,
00:00:44,143.49,
00:00:45,176.70,
