Time (s),Duration (hh:mm:ss)
00:00:00,143.74,
00:00:01,170.00,
00:00:02,170.00,
00:00:03,170.00,
00:00:04,170.00,
00:00:05,134.92,
00:00:06,121.89,
00:00:07,83.45,
00:00:08,52.53,
00:00:09,61.65,
00:00:10,52.53,
00:00:11,82.73,
00:00:12,117.06,
00:00:13,170.00,
00:00:14,170.00,
00:00:15,170.00,
00:00:16,170.00,
00:00:17,121.97,
00:00:18,121.97,
00:00:19,121.97,
00:00:20,124.38,
00:00:21,121.97,
00:00:22,170.00,
00:00:23,121.97,
00:00:24,121.97,
00:00:25,170.00,
00:00:26,170.00,
00:00:27,170.00,
00:00:28,135.76,
