Time (s),Duration (hh:mm:ss)
00:00:00,69.65,
00:00:01,175.18,
00:00:02,165.02,
00:00:03,139.63,
00:00:04,165.02,
00:00:05,163.37,
00:00:06,57.50,
00:00:07,69.23,
00:00:08,57.50,
00:00:09,106.25,
00:00:10,57.50,
00:00:11,57.50,
00:00:12,57.50,
00:00:13,53.41,
00:00:14,114.70,
00:00:15,165.02,
00:00:16,115.00,
00:00:17,115.00,
00:00:18,115.00,
00:00:19,165.02,
00:00:20,165.02,
00:00:21,115.00,
00:00:22,115.00,
00:00:23,115.00,
00:00:24,115.00,
00:00:25,116.07,
00:00:26,167.80,
00:00:27,230.00,
00:00:28,165.02,
00:00:29,165.02,
00:00:30,165.02,
00:00:31,191.47,
