Time (s),Duration (hh:mm:ss)
00:00:00,73.93,
00:00:01,75.00,
00:00:02,107.62,
00:00:03,110.40,
00:00:04,150.00,
00:00:05,50.93,
00:00:06,107.62,
00:00:07,98.00,
00:00:08,150.00,
00:00:09,75.00,
00:00:10,75.00,
00:00:11,74.46,
00:00:12,72.75,
00:00:13,37.45,
00:00:14,37.50,
00:00:15,27.75,
00:00:16,27.52,
00:00:17,117.92,
00:00:18,107.62,
00:00:19,75.00,
00:00:20,75.00,
00:00:21,107.62,
00:00:22,134.73,
00:00:23,150.00,
00:00:24,150.00,
00:00:25,150.00,
00:00:26,150.00,
00:00:27,150.00,
00:00:28,150.00,
00:00:29,150.00,
00:00:30,107.62,
00:00:31,150.00,
00:00:32,150.00,
00:00:33,150.00,
00:00:34,150.00,
00:00:35,150.00,
