Time (s),Duration (hh:mm:ss)
00:00:00,151.66,
00:00:01,165.02,
00:00:02,167.54,
00:00:03,165.02,
00:00:04,165.02,
00:00:05,66.41,
00:00:06,57.04,
00:00:07,57.50,
00:00:08,57.50,
00:00:09,57.50,
00:00:10,40.99,
00:00:11,57.50,
00:00:12,69.44,
00:00:13,89.03,
00:00:14,115.00,
00:00:15,115.00,
00:00:16,115.00,
00:00:17,115.00,
00:00:18,165.02,
00:00:19,165.02,
00:00:20,111.55,
00:00:21,115.00,
00:00:22,165.02,
00:00:23,115.00,
00:00:24,115.00,
00:00:25,146.47,
00:00:26,168.72,
00:00:27,165.02,
00:00:28,165.02,
00:00:29,165.02,
00:00:30,165.02,
