Time (s),Duration (hh:mm:ss)
00:00:00,38.96,
00:00:01,36.19,
00:00:02,71.07,
00:00:03,142.92,
00:00:04,87.46,
00:00:05,71.07,
00:00:06,63.19,
00:00:07,58.86,
00:00:08,71.07,
00:00:09,136.96,
00:00:10,54.69,
00:00:11,61.87,
00:00:12,71.07,
00:00:13,32.65,
00:00:14,49.01,
00:00:15,50.92,
00:00:16,6.76,
00:00:17,3.93,
00:00:18,52.49,
00:00:19,65.93,
00:00:20,111.55,
00:00:21,115.00,
00:00:22,159.77,
00:00:23,165.02,
00:00:24,115.00,
00:00:25,115.00,
00:00:26,125.82,
00:00:27,165.02,
00:00:28,165.02,
00:00:29,115.00,
00:00:30,111.55,
00:00:31,115.00,
00:00:32,165.02,
00:00:33,165.02,
00:00:34,165.02,
00:00:35,165.02,
00:00:36,165.02,
00:00:37,177.45,
