Time (s),Duration (hh:mm:ss)
00:00:00,48.10,
00:00:01,141.81,
00:00:02,165.02,
00:00:03,226.19,
00:00:04,165.02,
00:00:05,115.00,
00:00:06,135.02,
00:00:07,71.07,
00:00:08,127.99,
00:00:09,57.50,
00:00:10,53.56,
00:00:11,40.76,
00:00:12,71.07,
00:00:13,63.55,
00:00:14,71.07,
00:00:15,11.27,
00:00:16,27.68,
00:00:17,13.57,
00:00:18,51.60,
00:00:19,10.30,
00:00:20,40.11,
00:00:21,90.87,
00:00:22,111.55,
00:00:23,115.00,
00:00:24,135.35,
00:00:25,165.02,
00:00:26,165.02,
00:00:27,165.02,
00:00:28,165.02,
00:00:29,165.02,
00:00:30,165.02,
00:00:31,111.55,
00:00:32,111.55,
00:00:33,111.55,
00:00:34,118.55,
00:00:35,230.00,
00:00:36,165.02,
00:00:37,165.02,
00:00:38,180.30,
