Time (s),Duration (hh:mm:ss)
00:00:00,142.75,
00:00:01,186.00,
00:00:02,150.67,
00:00:03,99.40,
00:00:04,93.00,
00:00:05,93.00,
00:00:06,90.21,
00:00:07,93.00,
00:00:08,45.78,
00:00:09,92.36,
00:00:10,38.99,
00:00:11,46.50,
00:00:12,57.48,
00:00:13,26.46,
00:00:14,56.59,
00:00:15,21.68,
00:00:16,154.38,
00:00:17,133.45,
00:00:18,133.45,
00:00:19,133.45,
00:00:20,93.00,
00:00:21,106.01,
00:00:22,108.50,
00:00:23,153.52,
00:00:24,133.45,
00:00:25,133.45,
00:00:26,133.45,
00:00:27,133.45,
00:00:28,133.45,
00:00:29,150.48,
00:00:30,133.45,
00:00:31,133.45,
00:00:32,133.45,
00:00:33,186.00,
00:00:34,186.00,
