Time (s),Duration (hh:mm:ss)
00:00:00,107.62,
00:00:01,107.62,
00:00:02,107.62,
00:00:03,72.75,
00:00:04,102.19,
00:00:05,121.35,
00:00:06,121.35,
00:00:07,75.00,
00:00:08,107.62,
00:00:09,107.62,
00:00:10,107.62,
00:00:11,107.62,
00:00:12,107.62,
00:00:13,107.62,
00:00:14,107.62,
00:00:15,121.35,
00:00:16,150.00,
00:00:17,150.00,
00:00:18,107.62,
00:00:19,121.35,
00:00:20,121.35,
00:00:21,121.35,
00:00:22,121.35,
00:00:23,121.35,
00:00:24,150.00,
00:00:25,150.00,
00:00:26,150.00,
00:00:27,107.62,
00:00:28,85.38,
