Time (s),Duration (hh:mm:ss)
00:00:00,165.02,
00:00:01,230.00,
00:00:02,230.00,
00:00:03,230.00,
00:00:04,230.00,
00:00:05,56.56,
00:00:06,71.07,
00:00:07,71.07,
00:00:08,71.07,
00:00:09,71.07,
00:00:10,71.07,
00:00:11,111.55,
00:00:12,111.55,
00:00:13,186.07,
00:00:14,165.02,
00:00:15,165.02,
00:00:16,230.00,
00:00:17,186.07,
00:00:18,186.07,
00:00:19,111.55,
00:00:20,111.55,
00:00:21,186.07,
00:00:22,186.07,
00:00:23,186.07,
00:00:24,186.07,
00:00:25,186.07,
00:00:26,186.07,
00:00:27,186.07,
00:00:28,186.07,
00:00:29,186.07,
