Time (s),Duration (hh:mm:ss)
00:00:00,150.00,
00:00:01,150.00,
00:00:02,96.39,
00:00:03,72.75,
00:00:04,72.75,
00:00:05,63.59,
00:00:06,72.75,
00:00:07,46.35,
00:00:08,150.00,
00:00:09,150.00,
00:00:10,150.00,
00:00:11,150.00,
00:00:12,150.00,
00:00:13,150.00,
00:00:14,75.00,
00:00:15,75.00,
00:00:16,107.62,
00:00:17,150.00,
00:00:18,107.62,
00:00:19,150.00,
00:00:20,121.35,
00:00:21,121.35,
00:00:22,121.35,
00:00:23,107.62,
00:00:24,107.62,
00:00:25,107.62,
00:00:26,107.62,
00:00:27,107.62,
00:00:28,121.35,
00:00:29,107.62,
