Time (s),Duration (hh:mm:ss)
00:00:00,150.00,
00:00:01,150.00,
00:00:02,107.62,
00:00:03,107.62,
00:00:04,101.95,
00:00:05,46.35,
00:00:06,37.50,
00:00:07,121.35,
00:00:08,150.00,
00:00:09,150.00,
00:00:10,150.00,
00:00:11,141.20,
00:00:12,150.00,
00:00:13,150.00,
00:00:14,150.00,
00:00:15,107.62,
00:00:16,107.62,
00:00:17,150.00,
00:00:18,150.00,
00:00:19,150.00,
00:00:20,75.00,
00:00:21,150.00,
00:00:22,150.00,
00:00:23,150.00,
00:00:24,150.00,
00:00:25,121.35,
00:00:26,121.35,
00:00:27,121.35,
