Time (s),Duration (hh:mm:ss)
00:00:00,115.00,
00:00:01,165.02,
00:00:02,230.00,
00:00:03,115.00,
00:00:04,181.47,
00:00:05,143.57,
00:00:06,139.74,
00:00:07,139.38,
00:00:08,161.42,
00:00:09,115.00,
00:00:10,127.22,
00:00:11,115.00,
00:00:12,186.07,
00:00:13,165.02,
00:00:14,165.02,
00:00:15,186.07,
00:00:16,91.52,
00:00:17,165.02,
00:00:18,165.02,
00:00:19,165.02,
00:00:20,165.02,
00:00:21,230.00,
