Time (s),Duration (hh:mm:ss)
00:00:00,150.00,
00:00:01,107.62,
00:00:02,150.00,
00:00:03,150.00,
00:00:04,107.62,
00:00:05,107.62,
00:00:06,72.75,
00:00:07,107.62,
00:00:08,37.50,
00:00:09,75.00,
00:00:10,107.62,
00:00:11,150.00,
00:00:12,150.00,
00:00:13,150.00,
00:00:14,150.00,
00:00:15,150.00,
00:00:16,150.00,
00:00:17,150.00,
00:00:18,150.00,
00:00:19,150.00,
00:00:20,150.00,
00:00:21,150.00,
00:00:22,107.62,
00:00:23,150.00,
00:00:24,150.00,
00:00:25,150.00,
00:00:26,150.00,
00:00:27,150.00,
