Time (s),Duration (hh:mm:ss)
00:00:00,111.55,
00:00:01,165.02,
00:00:02,215.44,
00:00:03,115.00,
00:00:04,230.00,
00:00:05,137.50,
00:00:06,57.50,
00:00:07,71.07,
00:00:08,71.07,
00:00:09,71.07,
00:00:10,71.07,
00:00:11,71.07,
00:00:12,186.07,
00:00:13,230.00,
00:00:14,230.00,
00:00:15,165.02,
00:00:16,165.02,
00:00:17,54.60,
00:00:18,186.07,
00:00:19,165.02,
00:00:20,71.07,
00:00:21,186.07,
00:00:22,186.07,
00:00:23,186.07,
00:00:24,186.07,
00:00:25,186.07,
00:00:26,165.02,
00:00:27,165.02,
00:00:28,189.21,
